ＣＤプレーヤー	シーディープレーヤー	CD player	
アクセル	アクセル	accelerator (pedal), gas pedal	
アクセント	アクセント	accent (on a syllable, word), stress, pitch accent	
アクティビティ	アクティビティ	activity	
アクティブ	アクティブ	active	
アクリル	アクリル	acrylic (esp. fibre or resin)	
アクロバット	アクロバット	acrobat	
アグレッシブ	アグレッシブ	aggressive	
アコーディオン	アコーディオン	accordion	
アコード	アコード	accord	
アシスタント	アシスタント	assistant	
アシスト	アシスト	assistance, help	
亜細亜	アジア	Asia	
アジト	アジト	hideout, secret base of operations, safe house	
ＡＳＣＩＩ	アスキー	American Standard Code for Information Interchange, ASCII	
アスパラガス	アスパラガス	asparagus	
アスファルト	アスファルト	asphalt	
アスベスト	アスベスト	asbestos	
アスリート	アスリート	athlete	
アスレチック	アスレチック	athletics, sports	
アセスメント	アセスメント	assessment	
アタック	アタック	attack	
アダプター	アダプター	adapter	
アダルト	アダルト	adult	
アット	アット	@ sign, at sign	
アッパー	アッパー	upper, upward	
アップ	アップ	rise, increase, raising, lifting, going up	
アトピー	アトピー	atopic, predisposition toward allergies	
アトム	アトム	atom	
アトラクション	アトラクション	attraction	
アトリエ	アトリエ	atelier, studio, workshop	
アド	アド	ad, advertisement	
アドバイザー	アドバイザー	adviser, advisor	
アドバイス	アドバイス	advice	
アドバンテージ	アドバンテージ	advantage	
アドベンチャー	アドベンチャー	adventure	
アドリブ	アドリブ	ad lib, ad-lib	
アドレス	アドレス	address	
アドレナリン	アドレナリン	adrenalin	
アナ	アナ	announcer	
アナウンサー	アナウンサー	announcer, presenter, broadcaster, reporter	
アナウンス	アナウンス	announcement (esp. over public-address system)	
アナリスト	アナリスト	analyst	
アナログ	アナログ	analog, analogue	
アニマル	アニマル	animal	
アニメ	アニメ	animation, animated film, animated cartoon, anime	
アニメーション	アニメーション	animation, animated film, animated cartoon	
アバウト	アバウト	approximate (number), rough (calculation)	
アパート	アパート	apartment building, apartment block, apartment house	
アピール	アピール	appeal (e.g. for peace), plea, request	
アフター	アフター	after	
アフタヌーン	アフタヌーン	afternoon	
アプリ	アプリ	app, application	
アプリケーション	アプリケーション	application, application software	
アプローチ	アプローチ	approach (to a problem, issue, etc.)	
アベック	アベック	(romantic) couple	
アベニュー	アベニュー	avenue, boulevard	
アマ	アマ	amateur	
アマチュア	アマチュア	amateur	
アミノ酸	アミノさん	amino acid	
アミューズメント	アミューズメント	amusement	
アメーバ	アメーバ	amoeba, ameba	
ＡＭｅＤＡＳ	アメダス	Automated Meteorological Data Acquisition System, AMeDAS	
アメフト	アメフト	American football	
アメリカン	アメリカン	American	
アメリカ人	アメリカじん	American person	
アラカルト	アラカルト	à la carte	
アラブ	アラブ	Arab, Arab countries	
アリーナ	アリーナ	arena	
アリア	アリア	aria	
アリバイ	アリバイ	alibi	
アルカディア	アルカディア	arcadia	
亜爾加里	アルカリ	alkali	
アルカリ性	アルカリせい	alkalinity	
アルコール	アルコール	alcohol	
アルゴリズム	アルゴリズム	algorithm	
アルデヒド	アルデヒド	aldehyde	
アルト	アルト	alto	
アルバイト	アルバイト	part-time job, side job	
アルバム	アルバム	album	
アルパイン	アルパイン	alpine	
Α	アルファ	alpha	
アルファベット	アルファベット	alphabet	
アルプス	アルプス	the Alps	
アルミ	アルミ	aluminum, aluminium	
アルミニウム	アルミニウム	aluminium (Al), aluminum	
アル中	アルちゅう	alcoholism	
アレルギー	アレルギー	allergy	
アレンジ	アレンジ	arrangement (of music), adaptation (of a story, recipe, etc.), interpretation, take	
アロハ	アロハ	aloha	
アワー	アワー	hour	
アンカー	アンカー	(ship's) anchor	
アングラ	アングラ	underground (film, theater, etc.), unconventional, alternative, experimental, radical	
アングル	アングル	angle	
アンケート	アンケート	questionnaire, survey, poll	
アンコール	アンコール	encore	
アンサンブル	アンサンブル	ensemble	
アンソロジー	アンソロジー	anthology	
アンダー	アンダー	under	
アンダーライン	アンダーライン	underline	
アンチ	アンチ	anti-	
アンティーク	アンティーク	antique	
アンテナ	アンテナ	antenna	
＆	アンド	and	
アンドロイド	アンドロイド	android	
アンバランス	アンバランス	unbalance, imbalance	
アンフェア	アンフェア	unfair	
アンプ	アンプ	amp, ampere	
安母尼亜	アンモニア	ammonia	
イーグル	イーグル	eagle	
イージー	イージー	easy	
イースター	イースター	Easter	
イエス	イエス	Jesus (Christ)	
イエロー	イエロー	yellow	
イオン	イオン	ion	
英吉利	イギリス	United Kingdom, UK, Britain, Great Britain	
イクラ	イクラ	salted salmon roe	
イコール	イコール	equal, equivalent	
イスタンブール	イスタンブール	Istanbul	
以色列	イスラエル	Israel	
イスラム	イスラム	Islam	
イズム	イズム	ism, -ism	
伊太利	イタリア	Italy	
イット	イット	"it", sex appeal	
イデオロギー	イデオロギー	ideology	
イニング	イニング	inning	
イノベーション	イノベーション	innovation	
イブ	イブ	eve (esp. Christmas Eve), the night before	
イブニング	イブニング	evening	
イベント	イベント	event	
イメージ	イメージ	image (in one's mind), impression, imagining, mental image, (forming a) mental picture	
イヤホン	イヤホン	earphones, earphone	
イヤリング	イヤリング	earring	
イラク	イラク	Iraq	
イラスト	イラスト	illustration, picture, sketch, drawing, figure	
イラストレーター	イラストレーター	illustrator	
イリノイ	イリノイ	Illinois	
イリュージョン	イリュージョン	illusion	
イルミネーション	イルミネーション	illumination, decorative lighting	
イレブン	イレブン	eleven	
ＩＮ	イン	in (of a ball; in tennis, etc.), inside the line	
インク	インク	ink	
英蘭	イングランド	England	
インサイダー	インサイダー	insider	
インスリン	インスリン	insulin	
インスタント	インスタント	instant	
インストラクター	インストラクター	instructor	
インスピレーション	インスピレーション	inspiration	
インセンティブ	インセンティブ	incentive	
インター	インター	interchange	
インターナショナル	インターナショナル	international	
インターネット	インターネット	Internet	
インターン	インターン	intern, internship	
インタビュー	インタビュー	interview (on television, in a newspaper, etc.)	
インタラクティブ	インタラクティブ	interactive	
インダストリアル	インダストリアル	industrial (style, manufacturing, architecture, etc.)	
吋	インチ	inch	
インチキ	インチキ	cheating, fraud, trickery, deception	
インテグレーション	インテグレーション	integration	
インテリ	インテリ	intellectual, educated person	
インテリア	インテリア	interior (of building, room, vehicle, etc.)	
インテリジェンス	インテリジェンス	intelligence	
インテリジェント	インテリジェント	intelligent	
インディアナ	インディアナ	Indiana	
インディアン	インディアン	(American) Indian, Native American	
インディペンデント	インディペンデント	independent	
インデックス	インデックス	index	
イントネーション	イントネーション	intonation	
イントロ	イントロ	intro, introduction	
印度	インド	India	
インドア	インドア	indoor	
印度支那	インドシナ	Indochina	
印度尼西亜	インドネシア	Indonesia	
インバーター	インバーター	inverter	
インパクト	インパクト	impact (on), (strong) impression, effect, influence	
インフォメーション	インフォメーション	information	
インフラ	インフラ	infrastructure	
インフルエンザ	インフルエンザ	influenza, flu	
インフレ	インフレ	inflation	
インプット	インプット	input	
インペリアル	インペリアル	imperial	
インポート	インポート	import, imported goods	
ウーマン	ウーマン	woman	
ウール	ウール	wool	
ウィーク	ウィーク	week	
ウィークエンド	ウィークエンド	weekend	
ウィークリー	ウィークリー	weekly	
ウィジェット	ウィジェット	widget	
ウイスキー	ウイスキー	whisky, whiskey	
ウインカー	ウインカー	(car) turn signal, blinker, indicator	
ウィンター	ウィンター	winter	
ウィンドウ	ウィンドウ	window	
ウインド	ウインド	wind	
ウイルス	ウイルス	virus	
ウインク	ウインク	wink	
ウイング	ウイング	wing (of a bird, aircraft, etc.)	
ウインタースポーツ	ウインタースポーツ	winter sports	
ウェイト	ウェイト	weight, body weight	
ウェイトレス	ウェイトレス	waitress	
ウェールズ	ウェールズ	Wales	
ウェア	ウェア	wear, clothing, dress	
ウェイ	ウェイ	way	
ウェブ	ウェブ	web, World Wide Web	
ウェーブ	ウェーブ	wave (on water)	
ウエスタン	ウエスタン	Western (film genre)	
ウエスト	ウエスト	waist, waistline, waist measurement	
ウェット	ウエット	wet, moist	
ウェディングドレス	ウェディングドレス	wedding dress	
ウェルカム	ウェルカム	welcome	
ウォッカ	ウォッカ	vodka	
ウォン	ウォン	won (Korean currency)	
ウォッチング	ウォッチング	watching	
烏克蘭	ウクライナ	Ukraine	
ウクレレ	ウクレレ	ukulele	
ウッド	ウッド	wood	
ウラン	ウラン	uranium (U)	
宇柳貝	ウルグアイ	Uruguay	
ウルトラ	ウルトラ	ultra	
エージェンシー	エージェンシー	agency	
エージェント	エージェント	agent	
エース	エース	ace	
エイプリルフール	エイプリルフール	April Fools' Day	
エール	エール	yell (of encouragement), cheering (esp. for a school sports team)	
エア	エア	air	
エアコン	エアコン	air conditioner, air conditioning, aircon	
エアゾール	エアゾール	aerosol	
エアバッグ	エアバッグ	air bag	
エアメール	エアメール	airmail, air mail	
エアロビクス	エアロビクス	aerobics	
ＡＩＤＳ	エイズ	acquired immune deficiency syndrome, AIDS	
エイト	エイト	eight	
エイリアン	エイリアン	alien	
エキサイティング	エキサイティング	exciting	
